species,ab,ap,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,weaning,foetus,p_Am,kap,v,p_M,h_a,E_Hb,E_Hp,Wwj,E_Hj,Wwx,E_Hx,class_other,class_Actinopterygii,class_Aves,class_Mammalia,class_Reptilia,class_Amphibia,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C
Pomatoschistus_minutus,2.130893e+01,7.733130e+02,1.504008e+03,2.000000e-01,2.771000e-04,4.000000e-01,5.720000e+00,6.795176e+00,2.831500e+02,False,False,False,2.641486e+02,8.716900e-01,2.000000e-02,2.026899e+02,5.865000e-06,6.169000e-02,1.752000e+02,,,,,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True
Pristiophorus_cirratus,5.860656e+02,1.172131e+03,8.790984e+03,2.000000e-01,8.419961e+02,2.345175e+04,8.500000e+04,8.531469e-03,2.881500e+02,False,False,False,8.040876e+02,8.446000e-01,1.329000e-01,2.053000e+01,2.675000e-08,4.396000e+05,2.604000e+06,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Hynobius_quelpaertensis,5.619807e+01,1.814395e+03,5.860656e+03,2.800000e-01,1.110000e-02,1.757849e+00,2.410000e+00,5.209660e-01,2.881500e+02,False,False,False,1.230763e+02,4.918700e-01,3.710900e-02,5.115130e+01,1.157000e-08,5.463000e+01,1.129000e+04,,1.275000e+02,,,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True
Bombina_variegata,7.685384e+00,9.760247e+02,1.872123e+04,2.800000e-01,1.700000e-03,2.239067e+00,1.200000e+01,3.098088e-01,2.901500e+02,False,False,False,6.441964e+01,9.550600e-01,8.882500e-02,2.800520e+01,4.896000e-10,5.305000e-01,3.546000e+02,2.306168e-01,2.158000e+01,,,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True
Rana_macrocnemis,5.243240e+01,3.879998e+03,1.052580e+04,2.800000e-01,4.200000e-03,7.000000e+00,4.000000e+01,2.434968e-01,2.831500e+02,False,False,False,9.021741e+01,9.223200e-01,9.481800e-02,2.660740e+01,3.918000e-08,2.248000e+00,5.527000e+03,,7.649000e+02,,,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,True
Eremias_argus,2.421747e+01,1.196349e+03,5.860656e+03,3.000000e-01,4.000000e-01,1.260692e+00,6.800000e+00,8.531469e-03,2.881500e+02,False,False,False,1.035107e+02,4.779400e-01,2.664000e-02,3.007410e+01,2.244000e-08,2.238000e+03,1.104000e+04,,,,,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
Diaphanosoma_excisum,4.435841e-01,1.441648e+00,1.153319e+01,1.700000e-01,1.290346e-05,4.278961e-05,1.676471e-04,5.220633e+00,3.021500e+02,False,False,False,1.301489e+02,7.108400e-01,2.738000e-02,2.195786e+03,3.251000e-05,1.158000e-02,8.478000e-02,,,,,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Andrias_japonicus,1.030143e+02,1.128006e+04,6.016032e+04,2.800000e-01,2.880000e-01,4.573333e+02,3.600000e+04,1.329780e+00,2.831500e+02,False,False,False,1.814137e+02,9.150800e-01,1.072200e-01,5.492100e+00,4.225000e-10,1.631000e+02,1.014000e+06,,,,,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
Paleosuchus_trigonatus,4.105000e+01,3.086327e+03,1.107373e+04,3.000000e-01,5.000000e+01,1.601312e+04,2.000000e+04,4.334581e-02,2.951500e+02,False,False,False,4.211513e+02,8.605900e-01,2.379400e-02,2.005470e+01,4.587000e-10,2.070000e+04,1.100000e+07,,,,,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
Callorhinchus_capensis,5.913435e+02,3.296471e+03,9.418490e+03,2.000000e-01,6.357060e+00,6.482415e+02,5.000000e+03,2.802997e-02,2.851500e+02,False,False,False,8.729922e+02,8.715100e-01,5.416600e-02,4.847540e+01,1.463000e-07,7.582000e+03,7.409000e+05,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Branchiura_sowerbyi,1.549377e+01,7.017768e+01,1.002538e+03,1.600000e-01,4.400000e-04,8.400000e-02,2.400000e-01,3.218497e-01,2.931500e+02,False,False,False,5.509754e+02,9.594200e-01,8.632900e-03,2.240851e+03,6.632000e-08,1.311000e-02,1.217000e+01,,,,,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
Poroderma_africanum,2.888812e+02,2.905698e+03,5.283088e+03,2.000000e-01,1.719000e+01,2.560000e+03,5.200000e+03,6.795579e-02,2.911500e+02,False,False,False,4.784331e+02,6.564300e-01,2.788000e-02,3.085260e+01,3.257000e-08,1.208000e+04,3.232000e+06,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Pristis_perotteti,1.056161e+02,2.254298e+03,7.583583e+03,2.000000e-01,1.143675e+03,5.248575e+04,5.910000e+05,1.443908e-02,2.971500e+02,False,False,False,6.513429e+03,9.934600e-01,4.642500e-02,2.490467e+02,6.051000e-10,2.649000e+03,2.155000e+05,,,,,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Crocodylus_porosus,2.735387e+01,3.072631e+03,1.578007e+04,3.000000e-01,7.100000e+01,5.500000e+04,4.750000e+05,1.806076e-01,2.951500e+02,False,False,False,7.324583e+02,9.091900e-01,2.337600e-02,1.531620e+01,3.890000e-10,1.078000e+04,1.810000e+07,,,,,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True
Eleutherodactylus_coqui,2.100112e+01,2.539227e+02,2.090566e+03,2.800000e-01,6.540000e-02,2.979227e+00,2.200000e+01,4.305053e-01,2.936500e+02,False,False,False,1.188520e+02,5.986800e-01,7.564000e-02,2.751520e+01,1.207000e-08,2.645000e+02,5.881000e+03,,,,,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Anolis_gundlachi,2.569616e+01,2.286064e+02,8.023207e+02,3.000000e-01,9.277189e-02,1.537879e+00,2.913171e+00,6.730476e-02,2.981500e+02,False,False,False,1.760022e+02,8.121000e-01,2.311000e-02,1.266000e+02,6.243000e-08,1.014000e+02,4.028000e+03,,,,,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Lissotriton_vulgaris,5.375850e+01,1.343963e+03,1.569748e+04,2.800000e-01,8.200000e-03,7.280000e-01,5.200000e+00,4.459314e-01,2.931500e+02,False,False,False,1.625909e+02,6.103600e-01,6.083900e-02,6.217980e+01,2.854000e-09,2.275000e+01,4.030000e+03,,1.979000e+02,,,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True
Pelophylax_ridibundus,8.000000e+00,1.766197e+03,6.446721e+03,2.800000e-01,6.300000e-03,2.800000e+01,8.000000e+01,1.166252e+01,2.881500e+02,False,False,False,3.726137e+02,5.148400e-01,6.940400e-02,5.441860e+01,1.385000e-08,2.042000e+01,2.315000e+05,4.600000e-01,2.097000e+03,,,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False,True,False,True
Esox_lucius,2.887269e+01,1.944440e+03,1.296293e+04,2.000000e-01,4.800000e-03,9.080000e+02,2.460000e+04,1.542861e+02,2.851500e+02,False,False,False,8.050561e+02,9.281600e-01,2.321700e-02,5.176990e+01,3.822000e-08,2.359000e-01,9.183000e+04,,,,,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
Gallotia_simonyi,3.878362e+01,7.659765e+02,2.763333e+03,3.000000e-01,3.950000e+00,5.998518e+01,8.935000e+01,3.402086e-02,2.971500e+02,False,False,False,1.497214e+02,5.922300e-01,7.542600e-02,2.094670e+01,1.250000e-09,1.341000e+04,2.337000e+05,,,,,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Acipenser_ruthenus,1.284527e+01,4.094431e+03,2.254813e+04,2.000000e-01,1.400000e-03,2.920000e+02,6.400000e+03,1.842797e+02,2.881500e+02,False,False,False,2.214462e+02,7.804000e-01,5.178900e-02,1.187580e+01,1.871000e-08,9.868000e-01,2.740000e+05,,,,,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
Esox_masquinongy,1.649853e+01,1.823088e+03,1.806589e+04,2.000000e-01,1.280000e-02,2.800000e+03,3.850000e+04,7.472646e+02,2.861500e+02,False,False,False,9.556982e+02,6.785800e-01,8.637400e-02,2.875540e+01,3.813000e-09,9.293000e+00,3.081000e+06,,,,,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
Daphnia_obtusa,1.745456e+00,6.732473e+00,2.485197e+01,1.700000e-01,8.701706e-06,1.910198e-04,1.223529e-03,8.772779e+00,2.951500e+02,False,False,False,2.741429e+02,7.180900e-01,1.710400e-02,3.162144e+03,3.340000e-04,4.875000e-03,1.824000e-01,,,,,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
Rana_iberica,5.243240e+01,1.966215e+03,7.655130e+03,2.800000e-01,4.200000e-03,6.500000e+00,8.300000e+01,2.434968e-01,2.831500e+02,False,False,False,1.945486e+02,9.801000e-01,7.353800e-02,5.048240e+01,1.585000e-07,4.422000e-01,1.016000e+03,,7.008000e+00,,,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True
Macrocheira_kaempferi,2.150340e+01,4.805960e+03,9.568913e+04,1.700000e-01,1.800000e-04,1.920000e+02,1.900000e+04,1.567576e+03,2.831500e+02,True,False,False,4.529965e+01,9.519400e-01,3.321500e-02,1.309800e+01,1.563000e-10,2.921000e-02,3.976000e+04,8.100000e-02,1.125000e+01,,,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True
Ichthyophis_kohtaoensis,5.688562e+01,6.105723e+02,2.768433e+03,2.800000e-01,1.900000e+00,4.400000e+01,3.560000e+02,1.697711e-01,2.961500e+02,False,False,False,1.690229e+02,7.136300e-01,2.606800e-02,2.098940e+01,8.446000e-09,2.616000e+03,8.119000e+04,1.900000e+01,3.082000e+04,,,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True
Branchiostoma_floridae,9.097310e-01,1.528348e+01,7.305140e+02,6.000000e-02,7.221500e-05,2.630000e-02,4.218000e-01,6.870163e+02,3.036500e+02,True,False,False,6.232006e+00,8.286000e-01,1.170000e-02,2.608000e+01,3.967000e-10,2.335000e-03,8.591000e+00,3.168700e-04,9.704000e-02,,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Ambystoma_maculatum,1.009324e+02,2.971606e+03,1.548761e+04,2.800000e-01,4.200000e-03,1.392868e+00,1.284000e+01,2.066168e-01,2.901500e+02,False,False,False,4.320985e+01,9.620300e-01,2.146100e-02,1.941940e+01,6.220000e-10,9.259000e-01,2.474000e+02,4.008628e-02,7.935000e+00,,,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True
Amphiuma_means,1.267534e+02,1.340261e+03,8.191176e+03,2.800000e-01,5.500000e-01,1.486000e+02,1.042000e+03,6.922083e-01,2.951500e+02,False,False,False,1.819610e+02,9.998200e-01,1.166600e-02,2.600610e+01,1.535000e-09,2.103000e-01,8.915000e+01,7.140496e-01,2.644000e-01,,,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
Pelophylax_bedriagae,6.649357e+00,6.134031e+02,3.640523e+03,2.800000e-01,6.300000e-03,2.000000e+01,1.080000e+02,1.648115e+01,2.951500e+02,False,False,False,1.249999e+02,6.165300e-01,8.111200e-02,1.733460e+01,1.596000e-09,2.247000e+01,7.951000e+04,7.000000e-01,2.679000e+03,,,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True
Pomacentrus_coelestis,1.853940e+00,2.271077e+01,7.415761e+01,2.000000e-01,2.900000e-03,1.050000e+00,1.070000e+01,1.837183e+01,3.016500e+02,True,False,False,1.101028e+02,9.715700e-01,4.850000e-02,1.700136e+02,1.363000e-06,2.229000e-01,1.993000e+02,7.400000e-02,9.506000e+00,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Carcharhinus_leucas,1.363759e+02,1.026579e+03,5.657202e+03,2.000000e-01,2.490000e+03,8.486000e+04,4.100000e+05,7.353451e-02,3.031500e+02,False,False,False,7.475160e+02,6.769000e-01,2.324000e-02,1.372000e+01,4.832000e-10,8.613000e+05,3.826000e+07,,,,,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True
Pecten_maximus,2.393850e+00,6.947057e+02,1.384624e+04,9.000000e-02,1.155556e-06,1.111111e+01,2.222222e+02,3.033302e+04,2.861500e+02,True,False,False,5.820433e+01,8.865400e-01,3.021500e-02,4.905920e+01,9.121000e-09,2.541000e-04,3.234000e+03,3.333333e-05,2.141000e-02,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
Crotalus_pricei,2.845398e+01,8.368147e+02,3.626075e+03,3.000000e-01,2.600000e+00,6.268532e+01,1.150000e+02,1.861793e-02,2.991500e+02,False,False,False,1.042234e+02,8.462000e-01,2.653100e-02,2.083090e+01,2.427000e-10,2.661000e+03,1.932000e+05,,,,,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Spisula_solidissima,2.000000e+00,7.132416e+02,1.712384e+04,9.000000e-02,1.021111e-06,3.722809e+02,6.714537e+04,3.600000e+05,2.871500e+02,True,False,False,1.739289e+01,5.348700e-01,1.700900e-02,8.961500e+00,6.799000e-10,1.127000e-03,1.874000e+03,9.088889e-05,1.510000e-01,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
Triturus_karelinii,4.873792e+01,1.827672e+03,7.827311e+03,2.800000e-01,3.500000e-03,1.720000e+00,1.060000e+01,8.432015e-01,2.861500e+02,False,False,False,1.059327e+02,7.188800e-01,4.404700e-02,3.821020e+01,2.210000e-08,7.272000e+00,5.023000e+03,,,,,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
Batagur_affinis,5.367367e+01,6.373326e+03,1.011144e+04,3.000000e-01,4.850000e+01,1.530294e+04,3.700000e+04,8.703010e-02,2.971500e+02,False,False,False,5.950507e+02,5.594400e-01,4.746400e-02,1.409450e+01,2.256000e-10,1.080000e+05,2.526000e+08,,,,,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True
Mecistops_cataphractus,3.248272e+01,2.919485e+03,1.295687e+04,3.000000e-01,1.504945e+02,3.507200e+04,6.850000e+04,5.418227e-02,2.981500e+02,False,False,False,5.724653e+02,8.665700e-01,3.359500e-02,1.856960e+01,1.001000e-10,3.600000e+04,4.293000e+07,,,,,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
Amia_calva,2.171132e+01,1.758197e+03,7.032787e+03,2.000000e-01,1.556480e-02,1.945600e+03,3.800000e+03,1.092028e+02,2.881500e+02,False,False,False,1.720855e+03,5.637000e-01,2.561000e-02,1.540000e+02,5.115000e-08,5.289000e+00,1.364000e+06,,,,,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
Diaphanosoma_sarsi,4.435841e-01,1.605774e+00,1.020243e+01,1.700000e-01,1.739621e-05,3.835964e-05,1.358824e-04,9.734251e+00,3.021500e+02,False,False,False,1.737463e+02,4.626100e-01,2.528900e-02,2.195786e+03,4.502000e-05,2.296000e-02,2.016000e-01,,,,,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
Eulamprus_quoyii,3.961285e+01,2.095018e+02,5.556072e+03,3.000000e-01,9.700000e-01,1.100000e+01,4.180000e+01,1.079900e-02,2.991500e+02,False,False,False,1.686566e+02,8.520800e-01,2.833500e-02,5.030240e+01,1.118000e-08,8.461000e+02,1.438000e+04,,,,,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Crocodylus_niloticus,2.384105e+01,3.875807e+03,2.491590e+04,3.000000e-01,7.000000e+01,6.300545e+04,7.630000e+05,3.431544e-01,2.951500e+02,False,False,False,1.297637e+03,6.599000e-01,1.374000e-02,2.332000e+01,1.869000e-10,2.021000e+04,4.530000e+07,,,,,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True
Daphnia_projecta,9.315265e-01,2.594967e+00,2.288894e+01,1.700000e-01,2.093524e-05,9.264706e-05,7.411765e-04,4.155510e+00,3.021500e+02,False,False,False,1.312602e+02,8.279100e-01,1.746000e-02,1.713685e+03,9.886000e-06,9.282000e-03,1.068000e-01,,,,,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Gambelia_sila,3.859883e+01,2.122936e+02,1.154801e+03,3.000000e-01,3.300000e+00,2.467882e+01,1.680000e+01,1.246968e-02,2.981500e+02,False,False,False,7.368206e+02,8.549300e-01,3.111500e-02,3.972818e+02,9.026000e-09,2.179000e+03,5.000000e+04,,,,,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Bufo_japonicus,2.097296e+01,1.193104e+03,5.274590e+03,2.800000e-01,4.200000e-03,1.709433e+02,4.170000e+02,5.605175e+00,2.881500e+02,False,False,False,3.584772e+02,9.675000e-01,2.137700e-01,5.022470e+01,1.612000e-08,8.197000e-01,4.292000e+04,3.336000e+00,7.494000e+02,,,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,True,False,True
Homarus_gammarus,1.434457e+03,8.453871e+03,7.019414e+04,1.700000e-01,1.000000e-02,3.310000e+02,6.000000e+03,9.359755e+00,2.811500e+02,True,False,False,1.716380e+02,8.957600e-01,2.075100e-02,2.428930e+01,4.083000e-09,1.969000e+00,8.329000e+04,1.540000e-01,1.456000e+01,,,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True
Latonopsis_australis,9.315265e-01,1.863053e+00,2.040487e+01,1.700000e-01,1.218819e-05,5.059442e-05,3.117647e-04,9.017456e+00,3.021500e+02,False,False,False,1.669242e+02,6.639800e-01,2.072500e-02,2.373174e+03,8.620000e-06,1.214000e-02,9.341000e-02,,,,,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Sphaerodactylus_vincenti,3.673366e+01,3.719644e+02,1.055731e+03,3.000000e-01,5.894519e-02,3.561925e-01,5.800000e-01,9.472109e-03,2.991500e+02,False,False,False,2.568644e+01,7.481400e-01,1.700200e-02,2.431830e+01,6.312000e-09,1.427000e+02,8.600000e+02,,,,,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Gopherus_agassizii,4.796528e+01,3.857071e+03,1.587497e+04,3.000000e-01,2.750000e+01,1.229000e+03,2.473000e+03,3.164731e-02,2.971500e+02,False,False,False,9.198365e+01,5.274500e-01,4.085200e-02,3.823500e+00,3.649000e-11,1.401000e+05,1.204000e+07,,,,,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
Placopecten_magellanicus,6.814280e+00,8.637010e+02,1.727402e+04,9.000000e-02,1.666667e-06,5.555556e+00,5.555556e+02,7.217847e+04,2.801500e+02,True,False,False,6.220174e+02,5.902800e-01,7.445200e-03,3.304513e+02,2.715000e-08,5.894000e-05,1.007000e+03,1.111111e-05,6.695000e-04,,,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
Eunectes_murinus,8.649889e+01,4.857246e+02,4.857246e+03,3.000000e-01,3.330000e+02,1.500000e+04,2.500000e+05,6.176340e-01,3.021500e+02,False,False,False,1.342126e+03,3.439000e-01,2.530800e-02,1.497400e+01,3.439000e-10,5.770000e+05,4.598000e+07,,,,,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Gyrinophilus_palleucus,2.408489e+01,2.368347e+03,1.084221e+04,2.800000e-01,1.720000e-03,6.868217e+00,3.290000e+01,2.047552e-02,2.881500e+02,False,False,False,7.144627e+01,9.987600e-01,5.105100e-02,2.375580e+01,3.367000e-09,1.262000e-02,6.026000e+01,,,,,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
Cryptobranchus_alleganiensis,6.330281e+01,2.373855e+03,1.260301e+04,2.800000e-01,1.665745e-01,3.385288e+02,2.500000e+03,4.165670e-01,2.911500e+02,False,False,False,2.083549e+02,9.733400e-01,2.709100e-02,1.958570e+01,1.896000e-09,1.151000e+01,4.115000e+04,9.382928e+00,7.961000e+02,,,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
Heteronotia_binoei_SM6,2.834526e+01,4.921525e+01,5.475000e+03,3.000000e-01,1.874813e-01,2.774305e+00,5.435400e+00,5.190283e-02,2.991500e+02,False,False,False,5.181988e+01,9.044800e-01,6.920100e-03,3.559390e+01,4.950000e-09,9.441000e+01,1.410000e+03,,,,,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Aphanius_fasciatus,8.343224e+00,3.033769e+02,2.903926e+03,2.000000e-01,2.812129e-03,1.160000e-01,7.460000e+00,1.055812e+00,2.901500e+02,False,False,False,2.546557e+01,7.608000e-01,3.578400e-02,1.060380e+01,4.851000e-08,2.238000e+00,2.037000e+02,,,,,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True
Pelophylax_caralitanus,1.163637e+01,1.608868e+03,5.856515e+03,2.800000e-01,4.200000e-03,2.836091e+01,9.700000e+01,1.283784e+01,2.891500e+02,False,False,False,2.243129e+02,5.052800e-01,2.736000e-02,3.235720e+01,2.596000e-08,1.302000e+01,9.889000e+04,4.611022e-01,1.553000e+03,,,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
Daphnia_cephalata,8.572572e-01,2.391854e+00,2.751690e+01,1.700000e-01,5.079759e-05,3.929847e-04,3.976471e-03,9.593039e+00,3.001500e+02,False,False,False,2.517025e+02,8.068400e-01,2.595400e-02,1.945060e+03,1.810000e-05,1.918000e-02,2.104000e-01,,,,,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Basiliscus_vittatus,3.585511e+01,1.721045e+02,1.984879e+03,3.000000e-01,3.660000e+00,6.108535e+01,1.260000e+02,1.925558e-02,2.981500e+02,False,False,True,1.886513e+03,9.668100e-01,2.174600e-02,8.709291e+02,2.347000e-09,2.821000e+02,2.062000e+04,,,,,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Crocodylus_palustris,2.422572e+01,2.515816e+03,1.218111e+04,3.000000e-01,1.280000e+02,4.423493e+04,1.130000e+05,1.661590e-01,2.981500e+02,False,False,False,8.616262e+02,7.741100e-01,6.651200e-02,1.955660e+01,2.307000e-10,1.044000e+05,5.871000e+07,,,,,False,False,False,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True
