species,ab,ap,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,weaning,foetus,p_Am,kap,v,p_M,h_a,E_Hb,E_Hp,Wwj,E_Hj,Wwx,E_Hx,class_other,class_Actinopterygii,class_Aves,class_Mammalia,class_Reptilia,class_Amphibia,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C
Crocodylus_mindorensis,2.664830e+01,1.410865e+03,2.076325e+04,3.000000e-01,5.050000e+01,1.500000e+04,7.530000e+04,2.167291e-01,2.981500e+02,False,False,False,6.732272e+02,8.864500e-01,3.998700e-02,2.104280e+01,6.437000e-11,1.500000e+04,5.084000e+06,,,,,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
Ctenotus_pantherinus,2.882983e+01,1.839343e+02,1.473204e+03,3.000000e-01,5.000000e-01,1.039844e+01,1.500000e+01,1.589041e-02,2.931500e+02,False,False,False,5.975525e+02,9.542800e-01,2.111300e-02,3.963250e+02,3.344000e-09,7.271000e+01,7.239000e+03,,,,,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Emydura_macquarii,6.483123e+01,3.098600e+03,6.340577e+03,3.000000e-01,8.000000e+00,2.669000e+03,4.000000e+03,1.186643e-01,2.951500e+02,False,False,False,2.940998e+02,7.362000e-01,6.046400e-02,1.640250e+01,1.211000e-09,1.366000e+04,1.168000e+07,,,,,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
Macroramphosus_scolopax,9.481282e+00,7.978863e+02,3.194463e+03,2.000000e-01,3.800000e-04,3.100000e+00,2.720000e+01,2.399465e+01,2.891500e+02,False,False,False,1.096012e+02,8.500000e-01,5.712500e-02,3.460920e+01,5.943000e-08,2.428000e-01,2.928000e+03,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
Astacus_astacus,4.035763e+02,4.231142e+03,1.435337e+04,1.700000e-01,1.400000e-02,1.800000e+01,6.820000e+01,2.090102e-01,2.831500e+02,False,False,False,1.449119e+02,9.062400e-01,2.285100e-02,4.261860e+01,6.321000e-08,2.884000e+00,6.696000e+03,,,,,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
Brachidontes_pharaonis,1.100000e+00,1.831000e+02,1.460000e+03,9.000000e-02,2.053401e-08,8.400000e-02,1.545600e+00,1.208408e+03,2.931500e+02,True,False,False,8.202124e+00,9.830000e-01,1.868000e-02,1.424000e+01,4.156000e-08,3.938000e-06,2.163000e+00,5.731051e-07,3.310000e-05,,,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Rhyacotriton_variegatus,4.860949e+02,4.187951e+03,1.057673e+04,2.800000e-01,1.030000e-02,3.566104e-01,1.200000e+00,7.722173e-03,2.801500e+02,False,False,False,5.870400e+01,8.142200e-01,1.380800e-02,5.346290e+01,1.384000e-07,1.162000e+01,5.224000e+02,1.749139e-01,2.445000e+02,,,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
Basiliscus_basiliscus,4.431798e+01,3.397712e+02,1.237513e+03,3.000000e-01,2.000000e+00,9.799440e+01,1.601000e+02,2.969666e-01,3.011500e+02,False,False,False,2.560536e+02,4.747200e-01,1.851900e-02,3.165050e+01,6.032000e-09,6.303000e+03,2.070000e+05,,,,,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Hynobius_tokyoensis,4.603841e+01,1.726440e+03,8.822110e+03,2.800000e-01,1.090000e-02,3.411987e+00,1.050000e+01,4.570335e-01,2.911500e+02,False,False,False,7.486100e+01,6.688400e-01,2.141300e-02,2.634710e+01,1.276000e-09,2.549000e+01,1.262000e+04,8.792725e-01,2.488000e+03,,,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
Daphnia_pulex,5.780373e+00,1.298037e+01,5.400000e+01,1.700000e-01,1.529412e-04,1.117647e-03,1.000000e-02,7.000000e+00,2.931500e+02,False,False,False,5.208255e+02,4.378000e-01,4.889000e-02,1.599000e+03,7.909000e-05,2.600000e-01,3.926000e+00,,,,,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False
Esox_niger,1.147338e+01,7.094376e+02,6.281678e+03,2.000000e-01,8.200000e-03,3.130000e+01,6.100000e+03,4.298215e+01,2.841500e+02,False,False,False,3.350750e+02,9.212200e-01,2.538400e-01,1.844460e+01,5.552000e-08,2.839000e+00,1.183000e+04,,,,,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
Lumbricus_rubellus,2.897842e+01,8.772919e+01,2.065010e+03,1.600000e-01,8.000000e-03,7.700000e-01,3.810000e+00,9.716591e-02,2.956500e+02,False,False,False,3.455621e+02,9.850200e-01,2.336700e-02,3.716324e+02,4.751000e-09,1.412000e-01,3.878000e+01,,,,,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False
Carcharias_taurus,2.892414e+01,1.295801e+03,2.533755e+03,2.000000e-01,9.200000e+00,8.166000e+04,2.690000e+05,4.736055e+00,2.991500e+02,False,False,False,1.228548e+03,9.245500e-01,5.600500e-02,3.294260e+01,6.058000e-09,7.431000e+02,1.685000e+07,,,,,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Desmognathus_fuscus,8.991691e+01,1.848114e+03,1.160410e+04,2.800000e-01,9.000000e-03,7.160999e-01,5.700000e+00,2.815385e-02,2.881500e+02,False,False,False,3.937536e+01,9.428900e-01,2.460600e-02,2.257350e+01,3.135000e-09,3.295000e+00,3.252000e+02,,,,,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True
Paramesotriton_hongkongensis,2.500000e+01,1.120000e+03,3.759500e+03,2.800000e-01,1.280000e-02,4.647721e+00,1.080000e+01,8.219178e-01,2.931500e+02,False,False,False,1.146847e+02,6.012100e-01,2.651700e-02,3.679470e+01,5.699000e-09,3.707000e+01,2.567000e+04,,,,,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
Clemmys_guttata,3.129938e+01,2.154938e+03,9.101307e+03,3.000000e-01,3.377290e+00,8.025681e+01,3.870000e+02,2.636984e-02,2.951500e+02,False,False,False,9.408319e+01,7.617700e-01,2.691600e-02,1.130010e+01,4.427000e-10,5.323000e+03,2.943000e+05,,,,,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False
Ctenophorus_ornatus,7.023721e+01,1.599678e+02,1.539823e+03,3.000000e-01,1.844000e+00,1.297000e+01,3.915000e+01,4.141013e-02,3.031500e+02,False,False,False,3.050411e+02,5.822500e-01,1.555200e-02,9.335620e+01,7.809000e-09,2.818000e+03,5.056000e+04,,,,,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Hyperolius_viridiflavus,6.327677e+00,8.352534e+01,5.081125e+03,2.800000e-01,1.800000e-03,7.800000e-01,3.500000e+00,4.286453e+00,2.981500e+02,False,False,False,2.016008e+02,8.920700e-01,2.049300e-02,1.632701e+02,1.109000e-10,7.020000e-01,8.181000e+02,1.300000e-01,7.853000e+01,,,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
Rhinogobius_brunneus,8.000000e+00,2.080000e+02,7.300000e+02,2.000000e-01,1.200000e-03,7.000000e-01,9.800000e+00,4.657534e+00,2.931500e+02,False,False,False,1.575057e+02,9.479800e-01,3.453900e-02,8.618810e+01,5.508000e-07,1.426000e-01,1.895000e+02,,,,,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
Trachemys_scripta,3.105088e+01,1.674161e+03,1.044007e+04,3.000000e-01,3.200000e+00,7.031859e+02,3.200000e+03,5.538279e-02,2.971500e+02,False,False,False,1.397844e+02,9.688600e-01,2.459400e-02,1.124650e+01,2.025000e-10,3.552000e+02,2.178000e+05,,,,,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True
Desmognathus_ochrophaeus,8.991691e+01,1.848114e+03,1.160410e+04,2.800000e-01,1.560000e-02,5.962161e-01,2.000000e+00,2.303497e-02,2.881500e+02,False,False,False,3.791291e+01,8.059600e-01,3.118600e-02,2.556370e+01,1.790000e-09,2.299000e+01,9.052000e+02,,,,,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True
Huso_huso,2.247923e+01,9.399528e+03,2.695902e+04,2.000000e-01,6.500000e-02,5.000000e+04,3.200000e+06,3.412555e+03,2.881500e+02,False,False,False,1.899262e+03,4.308100e-01,1.551200e-02,1.667810e+01,1.154000e-08,1.579000e+01,2.772000e+07,,,,,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
Crassostrea_virginica,1.155663e+00,5.557360e+01,7.300000e+03,9.000000e-02,1.666667e-06,1.333333e+00,3.977778e+02,1.300000e+06,2.931500e+02,True,False,False,1.142673e+01,6.810300e-01,2.198600e-02,4.165700e+00,9.487000e-10,1.248000e-03,9.740000e+02,8.333333e-05,7.197000e-02,,,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False
Emys_orbicularis,4.214049e+01,1.390324e+03,3.033433e+04,3.000000e-01,5.000000e+00,5.827216e+02,2.275831e+03,3.560322e-02,2.971500e+02,False,False,False,2.730579e+02,9.678600e-01,2.055900e-02,2.427700e+01,8.913000e-12,5.017000e+02,1.458000e+05,,,,,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True
Rhinobatos_productus,2.203767e+02,4.102459e+03,9.377049e+03,2.000000e-01,2.540000e+01,2.025610e+03,5.363000e+03,1.535664e-02,2.881500e+02,False,False,False,2.971006e+02,8.642400e-01,2.205200e-01,1.597530e+01,6.415000e-09,1.636000e+04,2.001000e+06,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Forbesichthys_agassizii,5.946027e+01,5.351424e+02,7.115737e+03,2.000000e-01,2.800000e-03,5.200000e-01,3.700000e+00,2.136110e-01,2.861500e+02,False,False,False,2.123106e+02,9.488200e-01,2.431100e-02,1.855435e+02,2.902000e-08,3.129000e-01,1.256000e+02,,,,,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Crocodylus_moreletii,5.693334e+01,1.904615e+03,1.090985e+04,3.000000e-01,4.620000e+01,1.060273e+04,4.850000e+04,1.154919e-01,2.968500e+02,False,False,False,1.285905e+02,8.020900e-01,1.465900e-01,3.049600e+00,9.835000e-11,7.652000e+04,2.666000e+07,,,,,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Boa_constrictor,4.435841e+01,6.476327e+02,6.476327e+03,3.000000e-01,1.900000e+02,1.024384e+04,4.500000e+04,4.014621e-01,3.021500e+02,False,False,False,1.237786e+03,6.216000e-01,2.290000e-02,4.588000e+01,8.763000e-11,9.888000e+04,8.259000e+06,,,,,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Gallotia_bravoana,4.155388e+01,7.687468e+02,2.763333e+03,3.000000e-01,3.500000e+00,4.729267e+01,1.592000e+02,2.769139e-02,2.971500e+02,False,False,False,1.381136e+02,7.059700e-01,7.308000e-02,1.994030e+01,1.491000e-09,9.566000e+03,2.016000e+05,,,,,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Ensatina_eschscholtzii,2.967469e+02,3.043807e+03,1.177311e+04,2.800000e-01,1.410000e-02,1.946806e+00,1.025000e+01,3.567451e-02,2.881500e+02,False,False,False,3.899488e+01,8.522400e-01,1.481000e-02,1.715960e+01,3.383000e-08,1.295000e+01,5.235000e+02,,,,,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True
Pelobates_cultripes,5.690796e+00,9.736662e+02,3.464403e+03,2.800000e-01,3.100000e-03,6.917668e+00,4.000000e+01,4.789378e+00,2.901500e+02,False,False,False,5.188556e+01,7.084000e-01,1.559200e-02,1.235030e+01,1.295000e-09,6.221000e+00,2.994000e+04,2.295394e+00,5.460000e+03,,,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
Mytilopsis_sallei,1.745599e-01,2.094719e+01,4.684098e+02,9.000000e-02,1.131000e-07,1.100000e-02,3.194000e-01,9.024651e+01,3.001500e+02,True,False,False,7.146776e+00,9.991800e-01,8.286700e-02,4.944890e+01,3.164000e-08,1.952000e-07,2.315000e-02,8.902915e-06,2.153000e-05,,,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
Scyliorhinus_canicula,4.375976e+02,1.597231e+03,6.388925e+03,2.000000e-01,1.300000e+00,8.500000e+01,1.320000e+03,8.546038e-02,2.891500e+02,False,False,False,3.188324e+02,8.800000e-01,2.159000e-02,4.358070e+01,4.745000e-08,2.139000e+02,2.473000e+04,,,,,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
Dissodactylus_primitivus,9.444815e+00,1.305322e+02,1.060725e+03,1.700000e-01,9.400000e-05,3.902240e-02,2.000000e-01,8.258500e+00,3.011500e+02,True,False,False,1.061496e+01,8.000000e-01,2.005700e-02,2.111590e+01,9.208000e-10,8.303000e-02,5.386000e+01,8.269873e-05,2.596000e-01,,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Triturus_dobrogicus,4.873792e+01,1.827672e+03,7.827311e+03,2.800000e-01,3.500000e-03,1.720210e+00,1.060000e+01,2.810672e-01,2.861500e+02,False,False,False,8.430099e+01,9.028100e-01,4.517500e-02,3.780250e+01,2.180000e-08,2.138000e+00,1.272000e+03,,1.421000e+01,,,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
Lissotriton_boscai,5.375850e+01,2.408381e+03,6.278993e+03,2.800000e-01,4.200000e-03,3.850000e-01,2.750000e+00,2.165952e-01,2.931500e+02,False,False,False,7.249099e+01,5.909100e-01,6.171300e-02,3.263420e+01,3.639000e-08,1.704000e+01,2.350000e+03,1.189847e-01,3.691000e+02,,,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
Chologaster_cornuta,3.567616e+01,5.113583e+02,7.115737e+03,2.000000e-01,5.200000e-04,4.600000e-01,1.700000e+00,1.377229e-01,2.861500e+02,False,False,False,4.998713e+02,9.931200e-01,2.171300e-02,7.633660e+02,1.946000e-08,3.944000e-03,1.839000e+01,,,,,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Heteronotia_binoei_3N1B,3.150509e+01,5.605784e+01,5.475000e+03,3.000000e-01,1.993734e-01,1.795292e+00,4.323691e+00,2.906587e-02,2.991500e+02,False,False,False,4.983759e+01,9.228800e-01,8.383900e-03,3.606250e+01,3.957000e-09,9.033000e+01,8.455000e+02,,,,,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Caretta_caretta,2.761787e+01,5.683103e+03,2.105097e+04,2.800000e-01,1.941000e+01,7.900000e+04,1.626200e+05,8.911702e-01,2.931500e+02,False,False,False,7.472709e+02,7.285600e-01,6.807400e-02,1.120050e+01,1.112000e-10,2.535000e+04,9.875000e+07,,,,,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True
Planorbis_planorbis,1.250000e+01,6.000000e+01,2.100000e+02,1.500000e-01,6.117000e-05,1.216000e-01,4.336000e-01,1.000000e+01,2.931500e+02,True,False,False,8.358020e+01,9.631000e-01,1.730000e-02,7.659000e+02,2.806000e-06,5.026000e-03,2.513000e+01,8.800000e-03,1.036000e+00,,,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
Galeocerdo_cuvier,2.911215e+02,1.769145e+03,5.764292e+03,2.000000e-01,9.290000e+02,1.590000e+05,1.144000e+06,2.368027e-02,2.991500e+02,False,False,False,9.539094e+02,9.769000e-01,2.173000e-02,1.974230e+01,1.815000e-09,1.497000e+04,3.103000e+06,,,,,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Moina_micrura,6.404136e-01,1.589565e+00,3.796606e+00,1.700000e-01,2.823529e-06,8.235294e-06,2.205882e-05,3.409624e+00,2.981500e+02,False,False,False,2.665575e+02,7.263500e-01,2.808400e-02,1.056153e+04,3.270000e-03,2.615000e-03,2.073000e-02,,,,,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False
Moina_weismanni,4.990321e-01,1.164408e+00,7.540929e+00,1.700000e-01,1.167795e-05,3.666437e-05,1.529412e-04,1.599871e+01,3.021500e+02,False,False,False,2.198408e+02,4.623000e-01,2.597400e-02,2.795786e+03,1.065000e-04,1.625000e-02,1.058000e-01,,,,,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Sternotherus_minor,4.165405e+01,2.702938e+03,7.950585e+03,3.000000e-01,4.100000e+00,1.518519e+02,4.000000e+02,2.705461e-02,2.941500e+02,False,False,False,9.330544e+01,6.953900e-01,3.250700e-02,9.876200e+00,9.876000e-10,1.013000e+04,6.585000e+05,,,,,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True
Amphiura_filiformis,3.537313e+00,3.964987e+03,3.304156e+04,9.000000e-02,5.236000e-07,4.775600e+00,5.846500e+00,5.022548e+02,2.841500e+02,True,False,False,1.439180e+01,9.914600e-01,3.039900e-02,4.150950e+01,3.000000e-09,8.849000e-06,1.770000e+02,4.260553e-05,1.268000e-03,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
Galeorhinus_galeus,7.641575e+02,1.371934e+04,4.191383e+04,2.000000e-01,1.400000e+02,1.640000e+04,3.490000e+04,2.624432e-02,2.854500e+02,False,False,False,6.412877e+02,5.879000e-01,4.693900e-02,1.796070e+01,2.147000e-09,1.027000e+05,2.317000e+07,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Amblyopsis_spelaea,3.270315e+02,2.824363e+03,7.115737e+03,2.000000e-01,5.200000e-03,1.700000e+00,6.900000e+00,9.837351e-02,2.861500e+02,False,False,False,4.598062e+01,9.019400e-01,2.183400e-02,2.414940e+01,5.117000e-08,2.072000e+00,9.235000e+02,,,,,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
Alopias_pelagicus,3.570612e+02,2.063020e+03,7.637143e+03,2.000000e-01,1.157677e+04,7.390000e+04,1.373000e+05,5.041152e-03,2.998500e+02,False,False,False,6.022727e+02,5.805300e-01,3.872100e-02,1.131670e+01,1.975000e-10,7.560000e+06,7.389000e+07,,,,,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Styela_plicata,6.286376e-01,3.922747e+01,1.917345e+02,6.000000e-02,2.450000e-05,7.500000e+00,6.000000e+01,6.537294e+03,2.926500e+02,False,False,False,6.520158e+02,9.000000e-01,7.739300e-02,2.915123e+02,2.141000e-05,6.077000e-04,5.221000e+02,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
Iberolacerta_horvathi,3.047285e+01,1.788670e+03,5.274590e+03,3.000000e-01,4.600000e-01,3.548061e+00,4.640000e+00,8.531469e-03,2.981500e+02,False,False,False,1.498620e+02,3.113200e-01,4.873800e-02,3.118860e+01,1.522000e-08,5.108000e+03,3.448000e+04,,,,,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
Porcellio_scaber,3.500000e+01,4.350000e+02,1.500000e+03,1.700000e-01,4.000000e-04,5.000000e-02,8.340000e-02,2.600000e-01,2.931500e+02,False,False,False,3.471825e+01,8.443800e-01,2.356000e-02,7.529510e+01,2.087000e-08,2.816000e-01,9.433000e+01,,,,,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False
Dinarolacerta_mosorensis,2.712357e+01,6.338774e+02,2.730392e+03,3.000000e-01,3.079446e-01,3.554659e+00,6.760000e+00,4.614722e-02,2.991500e+02,False,False,False,9.540267e+01,4.781500e-01,1.873800e-02,2.897960e+01,5.740000e-09,1.060000e+03,1.656000e+04,,,,,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True
Lithobates_catesbeianus,2.116685e+00,1.279617e+03,5.840000e+03,2.800000e-01,1.800000e-03,6.350658e+02,8.000000e+02,4.542798e+01,2.831500e+02,False,False,False,8.534509e+02,9.556200e-01,3.113700e-02,1.501758e+02,3.925000e-09,1.210000e-01,2.163000e+05,6.454150e+01,1.169000e+04,,,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True
Pycnogonum_litorale,5.138109e+01,5.170222e+02,5.274590e+03,1.700000e-01,2.522321e-07,4.120673e-02,7.700000e-02,9.384615e+01,2.881500e+02,True,False,False,9.368246e+00,9.517000e-01,5.472000e-04,2.440000e+02,3.298000e-08,8.419000e-06,2.095000e+00,2.674864e-05,2.761000e-03,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Daphnia_similus,8.572572e-01,2.391854e+00,1.596903e+01,1.700000e-01,2.367661e-05,4.025713e-04,2.470588e-02,1.366281e+01,3.001500e+02,False,False,False,2.441079e+02,9.686400e-01,2.697700e-02,1.212764e+03,5.770000e-05,1.213000e-03,3.167000e-02,,,,,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False
Chydorus_pubescens,1.407592e+00,3.109630e+00,2.226294e+01,1.700000e-01,2.872244e-06,7.969846e-06,1.200000e-05,1.392449e+00,2.967500e+02,False,False,False,1.328983e+02,5.687300e-01,1.320800e-02,5.026150e+03,6.054000e-05,4.605000e-03,2.128000e-02,,,,,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Carcharhinus_plumbeus,2.163252e+02,2.727242e+03,6.567014e+03,2.000000e-01,1.978034e+03,2.804452e+04,1.179000e+05,2.847565e-02,3.001500e+02,False,False,True,5.025221e+02,3.784700e-01,3.614000e-02,6.139900e+00,2.825000e-10,6.210000e+06,4.612000e+08,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Dicamptodon_tenebrosus,3.428082e+02,3.566169e+03,9.904508e+03,2.800000e-01,7.831264e-02,2.052919e+01,1.140000e+02,1.876923e-01,2.881500e+02,False,False,False,1.362131e+02,6.519800e-01,1.009600e-02,2.654320e+01,2.498000e-08,1.457000e+02,3.329000e+04,6.670984e+00,4.677000e+03,,,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
Apalone_spinifera,5.748287e+01,3.217309e+03,1.263931e+04,3.000000e-01,9.000000e+00,2.595874e+03,1.200000e+04,1.503247e-01,2.971500e+02,False,False,False,2.398761e+02,9.287700e-01,8.446500e-02,9.305200e+00,7.201000e-11,4.447000e+03,1.112000e+07,,,,,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True
Terrapene_carolina,3.796704e+01,1.308248e+03,3.187251e+04,3.000000e-01,2.019178e+01,4.798308e+02,1.232640e+03,1.948388e-02,3.021500e+02,False,False,False,1.457806e+02,8.737400e-01,6.190100e-02,1.316980e+01,1.304000e-12,1.396000e+04,1.116000e+06,,,,,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True
Cuora_flavomarginata,3.455126e+01,3.573557e+03,4.828215e+03,3.000000e-01,1.000000e+01,6.680000e+02,1.000000e+03,3.560322e-02,2.971500e+02,False,False,False,1.100735e+02,5.647800e-01,3.866000e-02,6.927800e+00,9.711000e-10,4.511000e+04,6.754000e+06,,,,,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True
